mlbam,name,active,address1,address2,postal_code,city,state,country,phone,lat,lon,turf_type,roof_type,left_line,right_line,left,center,right,left_center,right_center,tz_id,tz_offset,tz,retroID
5515,Colorado Convention Center,True,,,,Denver,CO,USA,,,,Indoor,Indoor,,,,,,,,America/Denver,-6,MDT,
5520,FredNats Ballpark,True,42 Jackie Robinson Way,,22401,Fredericksburg,VA,USA,,,,Artificial Turf,Open,,,,,,,,America/New_York,-4,EDT,
5525,ABC Supply Stadium,True,217 Shirland Ave,,53511,Beloit,WI,USA,,,,Artificial Turf,Open,,,,,,,,America/Chicago,-5,CDT,
6006,Billy Hebert Field,False,,,,Stockton,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
5204,Cleveland Arena,False,,,,Cleveland,OH,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
2758,Dwyer Stadium,True,299 Bank Street,,14020,Batavia,NY,USA,,,,Grass,Open,325.0,325.0,,400.0,,,,America/New_York,-4,EDT,
5205,Coliseum at Richfield,False,,,,Cleveland,OH,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5206,Denver Arena Auditorium,False,,,,Denver,CO,USA,,,,Indoor,Dome,,,,,,,,America/Denver,-6,MDT,
5213,Municipal Auditorium,False,,,,Philadelphia,PA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5214,San Francisco Civic Auditorium,False,,,,San Francisco,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5215,San Diego Sports Arena,False,,,,San Diego,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5216,Hofheinz Pavilion,False,,,,Houston,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5217,Compaq Center,False,,,,Houston,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5218,Indiana State Fairgrounds Coliseum,False,,,,Indianapolis,IN,USA,,,,Indoor,Dome,,,,,,,,America/Indiana/Indianapolis,-4,EDT,
5219,Market Square Arena,False,,,,Indianapolis,IN,USA,,,,Indoor,Dome,,,,,,,,America/Indiana/Indianapolis,-4,EDT,
5220,Minneapolis Auditorium,False,,,,Minneapolis,MN,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5221,Minneapolis Armory,False,,,,Minneapolis,MN,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5222,Pyramid Arena,False,,,,Memphis,TN,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5223,KeyArena at Seattle Center,False,,,,Seattle,WA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5224,Tacoma Dome,False,,,,Tacoma,WA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5225,Amway Arena,False,,,,Orlando,FL,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5226,State Fair Coliseum,False,,,,Syracuse,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5227,Oncenter War Memorial Arena,False,,,,Syracuse,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5228,Arizona Veterans Memorial Coliseum,False,,,,Phoenix,AZ,USA,,,,Indoor,Dome,,,,,,,,America/Phoenix,-7,MST,
5229,Wharton Fieldhouse,False,,,,Moline,IL,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5230,MECCA Arena,False,,,,Milwaukee,WI,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5231,Kiel Auditorium,False,,,,St. Louis,MO,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5232,Alexander Coliseum,False,,,,Atlanta,GA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5233,Teaneck Armory,False,,,,Teaneck,NJ,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5234,Long Island Arena,False,,,,Commack,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5235,Island Garden,False,,,,West Hempstead,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5236,Rutgers Athletic Center,False,,,,Piscataway,NJ,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5237,Izod Center,False,,,,East Rutherford,NJ,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
2866,ShoreTown Ballpark,True,2 Stadium Way,,08701,Lakewood,NJ,USA,,40.0751153,-74.18700152,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4469,Alamodome,False,100 Montana Street,,78203,San Antonio,TX,USA,,,,Artificial Turf,Dome,340.0,280.0,,395.0,,,,America/Chicago,-5,CDT,
4350,Suplizio Field,True,1315 N. Avenue,,81501,Grand Junction,CO,USA,,,,Grass,Open,302.0,330.0,365.0,400.0,,410.0,380.0,America/Denver,-6,MDT,
4720,Artillery Park,False,,,,Wilkes-Barre,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4721,Athletic Park,False,,,,Scranton,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4722,Bay Street Ball Grounds,False,,,,Rochester,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4723,Bill Wigle Field,False,,,,Boise,ID,USA,,,,Grass,Open,,,,,,,,America/Boise,-6,MDT,
4724,Bob Hoffman Stadium,False,,,,York,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4725,Browning-Leonard Park,False,,,,Harlan,KY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4726,Chemeteka Community College,False,,,,Salem,OR,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4727,Clark Field,False,,,,Lafayette,LA,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4728,Clyde Allen Field,False,,,,Coos Bay,OR,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4729,Devereaux Meadow,False,,,,Raleigh,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4730,Dobyns-Bennett High School,False,,,,Kingsport,TN,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4732,Durkee Field,False,,,,Jacksonville,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4733,Island Field,False,,,,Harrisburg,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4734,Jennings Stadium,False,,,,Augusta,GA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4735,John Affleck Park,False,,,,Ogden,UT,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
3832,AL Stadium,True,,,,AL City,,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3833,NL Stadium,True,,,,NL City,,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
3389,Dickey-Stephens Park,True,400 W. Broadway,,72114,North Little Rock,AR,USA,,,,Grass,Open,332.0,330.0,,400.0,,410.0,395.0,America/Chicago,-5,CDT,
3529,Duane Banks Field,False,,,,Iowa City,IA,USA,,,,Artificial Turf,Open,329.0,329.0,,395.0,,375.0,375.0,America/Chicago,-5,CDT,
4715,First Horizon Park,True,401 Jackson Street,,37219,Nashville,TN,USA,,36.1728628,-86.78490095,Grass,Open,330.0,310.0,,405.0,,377.0,374.0,America/Chicago,-5,CDT,
3015,Les Murakami Stadium,False,,,,Honolulu,HI,USA,,,,Artificial Turf,Open,325.0,325.0,,385.0,,365.0,365.0,Pacific/Honolulu,-10,HST,
3016,Hans L'Orange Field,False,,,,Waipahu,HI,USA,,,,Grass,Open,330.0,330.0,,400.0,,367.0,387.0,Pacific/Honolulu,-10,HST,
3729,FIU Baseball Stadium,False,,,,Miami,FL,USA,,,,Grass,Open,325.0,325.0,,400.0,370.0,375.0,375.0,America/New_York,-4,EDT,
3834,Goodyear Ballpark,True,Goodyear Ballpark,1933 S Ballpark Way,85338,Goodyear,AZ,USA,(623) 882-3120,33.42892,-112.39027,Grass,Open,340.0,340.0,375.0,400.0,375.0,,,America/Phoenix,-7,MST,
4700,Fowler Park and Cunningham Field,False,,,,San Diego,CA,USA,,,,Grass,Open,312.0,327.0,,391.0,,370.0,385.0,America/Los_Angeles,-7,PDT,
5190,Charlotte Coliseum,False,,,,Charlotte,NC,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5191,Memorial Coliseum,False,,,,Portland,OR,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5192,Edgerton Park Arena,False,,,,Rochester,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5193,Rochester Community War Mem,False,,,,Rochester,NY,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5194,Cincinnati Gardens,False,,,,Cincinnati,OH,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
5195,Municipal Auditorium,False,,,,Kansas City,MO,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5196,ARCO Arena,False,,,,Sacramento,CA,USA,,,,Indoor,Dome,,,,,,,,America/Los_Angeles,-7,PDT,
5197,Dallas Memorial Auditorium,False,,,,Dallas,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5198,Tarrant County Convention Center,False,,,,Ft. Worth,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5199,HemisFair Arena,False,,,,San Antonio,TX,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5200,Municipal Auditorium,False,,,,New Orleans,LA,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5201,Salt Palace,False,,,,Salt Lake City,UT,USA,,,,Indoor,Dome,,,,,,,,America/Denver,-6,MDT,
5202,International Amphitheatre,False,,,,Chicago,IL,USA,,,,Indoor,Dome,,,,,,,,America/Chicago,-5,CDT,
5203,Baltimore Civic Center,False,,,,Baltimore,MD,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
3489,Melaleuca Field,True,,,,Idaho Falls,ID,USA,,,,Grass,Open,340.0,350.0,,400.0,,,,America/Boise,-6,MDT,
5207,North Side High School,False,,,,Fort Wayne,MI,USA,,,,Indoor,Dome,,,,,,,,America/Indiana/Indianapolis,-4,EDT,
5208,War Memorial Coliseum,False,,,,Fort Wayne,MI,USA,,,,Indoor,Dome,,,,,,,,America/Indiana/Indianapolis,-4,EDT,
5209,Olympic Stadium,False,,,,Detroit,MI,USA,,,,Indoor,Dome,,,,,,,,America/Detroit,-4,EDT,
5210,Cobo Arena,False,,,,Detroit,MI,USA,,,,Indoor,Dome,,,,,,,,America/Detroit,-4,EDT,
5211,Pontiac Silverdome,False,,,,Pontiac,MI,USA,,,,Indoor,Dome,,,,,,,,America/Detroit,-4,EDT,
5212,Philadelphia Arena,False,,,,Philadelphia,PA,USA,,,,Indoor,Dome,,,,,,,,America/New_York,-4,EDT,
4736,Johnson Field,False,,,,Binghamton,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4737,Lauer's Park,False,,,,Reading/Albany,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4738,Lawrence Stadium,False,,,,Portsmouth,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4739,League Park,False,,,,Mobile,AL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4740,Marion High School,False,,,,Marion,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4741,Max Hess Stadium,False,,,,Allentown,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4742,McConnell Field,False,,,,Utica,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4743,McNearney Stadium,False,,,,Schenectady,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4744,Municipal Stadium,False,,,,Rocky Mount,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4745,Paul G. Fyffe Field,False,,,,Paintsville,KY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4746,Robbins Park,False,,,,Red Springs,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4747,Schepps Palm Field,False,,,,Corpus Christi,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4748,Scranton Stadium,False,,,,Scranton,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4749,Senior High Stadium,False,,,,Statesville,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4751,Stumpf Field,False,,,,Lancaster,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4752,Tech Field,False,,,,San Antonio,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4753,Texas League Park,False,,,,Oklahoma City,OK,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4754,Tullar Field,False,,,,Wellsville,NY,USA,,,,Grass,Open,,,,,,,,America/Toronto,-4,EDT,
4755,Withers Field,False,,,,Wytheville,VA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4756,Withers Field,False,,,,Wytheville,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4757,Ainsworth Field,False,,,,Erie,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4758,Al Lopez Field,False,,,,Tampa,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4759,Albuquerque Sports Stadium,False,,,,Albuquerque,NM,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
4760,All-Sports Stadium,False,,,,Oklahoma City,OK,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4761,Alumni Field,False,,,,Butte,MT,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
4762,Alumni Field,False,,,,Lowell,MA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4763,Anderson Memorial Stadium,False,,,,Anderson,SC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4764,Angels Stadium,False,,,,Palm Springs,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4766,Athletic Park,False,,,,Wausau,WI,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4767,Baseball City Stadium,False,,,,Davenport,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4768,Beehive Field,False,,,,New Britain,CT,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4769,Bernie Arbour Memorial stadium,False,,,,Hamilton,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4770,Bethel Park,False,,,,Eugene,OR,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4771,Borchert Field,False,,,,Milwaukee,WI,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4772,Bosse Field,False,,,,Evansville,IN,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4773,Bosse Field,False,,,,Evansville,IN,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4774,Bringhurst Field,False,,,,Alexandria,LA,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4775,Brooks Field,False,,,,Wilmington,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4776,Buffalo Stadium,False,,,,Houston,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4777,Bulkeley Stadium,False,,,,Hartford,CT,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4778,Burlington Athletic Park,False,,,,Burlington,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4779,Burnett Field,False,,,,Dallas,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4781,Bush Field,False,,,,Indianapolis,IN,USA,,,,Grass,Open,,,,,,,,America/Indiana/Indianapolis,-4,EDT,
4783,Cardinal Field,False,,,,Louisville,KY,USA,,,,Artificial Turf,Open,,,,,,,,America/Kentucky/Louisville,-4,EDT,
4784,Casey Field,False,,,,Covington,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4785,Coastal Carolina College Stadium,False,,,,Myrtle Beach,SC,USA,,,,Artificial Turf,Open,,,,,,,,America/New_York,-4,EDT,
4786,City Park Stadium,False,,,,New Orleans,LA,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4787,Civic Stadium,False,,,,Seattle,WA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4788,Crockett Park,False,,,,Charlotte,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4789,Cobb Field,False,,,,Billings,MT,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
4790,Colburn Park,False,,,,Newark,NJ,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4791,College of Staten Island Baseball Complex,False,,,,Staten Island,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4792,College Park,False,,,,Charleston,SC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4794,Conrad Park,False,,,,DeLand,FL,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4795,Corning Memorial Stadium,False,,,,Corning,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4796,Cranberry Ballpark,False,,,,Hazleton,PA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4797,Danville Stadium,False,,,,Danville,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4799,Derks Field,False,,,,Salt Lake,UT,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
4800,Disch Field,False,,,,Austin,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4801,Donovan Stadium,False,,,,Utica,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4803,Duncan Park,False,,,,Spartanburg,SC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4804,Dunn Field,False,,,,Elmira,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4805,Durham Athletic Park,False,,,,Durham,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4806,East Field,False,,,,Glens Falls,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4807,Edmonds Field,False,,,,Sacramento,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4808,Engel Stadium,False,,,,Chattanooga,TN,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4809,Euless Park,False,,,,Fresno,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4810,Fair Grounds Field,False,,,,Shreveport,LA,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4811,Fair Grounds Park,False,,,,Watertown,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4812,Fans Field,False,,,,Decatur,IL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4814,Finch Field,False,,,,High Point,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4815,Fiscalini Field,False,,,,San Bernardino,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4816,Fleming Stadium,False,,,,Wilson,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4818,Four Mile Run Park,False,,,,Alexandria,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4819,Giants Field,False,,,,Harlingen,TX,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4820,Gill Stadium,False,,,,Manchester,NH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4821,Gilmore Field,False,,,,Hollywood,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4823,Goodland Field,False,,,,Appleton,WI,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4825,Haliwell Park,False,,,,Pocatello,ID,USA,,,,Grass,Open,,,,,,,,America/Boise,-6,MDT,
4826,Peninsula War Memorial Stadium,False,,,,Hampton,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4827,Hartwell Field,False,,,,Mobile,AL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4828,Hawkins Stadium,False,,,,Albany,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4829,Heaton Stadium,False,,,,Augusta,GA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4831,Henley Field,False,,,,Lakeland,FL,USA,,,,Grass,Open,325.0,330.0,,420.0,,365.0,385.0,America/New_York,-4,EDT,
4832,Heritage Park,False,,,,Albany,NY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4833,Hilltop Park,False,,,,Middlesboro,KY,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4834,Holman Stadium,False,,,,Nashua,NH,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4835,Holt-Moffit Field,False,,,,Lexington,NC,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4836,Honolulu Stadium,False,,,,Honolulu,HI,USA,,,,Grass,Open,,,,,,,,Pacific/Honolulu,-10,HST,
4837,Hooker Field,False,,,,Martinsville,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4838,Hughes Stadium,False,,,,Sacramento,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4839,Joe Martin Field,False,,,,Bellingham,WA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4841,John Petrakis Field,False,,,,Dubuque,IA,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4842,Kiwanis Field,False,,,,Salem,VA,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4843,Knoxville Municipal Stadium,False,,,,Knoxville,TN,USA,,,,Grass,Open,,,,,,,,America/New_York,-4,EDT,
4845,Laguna Park,False,,,,Santa Barbara,CA,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
4846,Laguna Park,False,,,,Santa Barbara,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4847,Lane Field,False,,,,San Diego,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4848,Lanphier Park,False,,,,Springfield,IL,USA,,,,Grass,Open,,,,,,,,America/Chicago,-5,CDT,
4850,Larry H. Miller Field,False,,,,Provo,UT,USA,,,,Grass,Open,,,,,,,,America/Denver,-6,MDT,
4851,Lawrence Park,False,,,,Lodi,CA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
4813,Ferris Field,False,,,,Spokane,WA,USA,,,,Grass,Open,,,,,,,,America/Los_Angeles,-7,PDT,
