mlbam,Manager,Tm,bbrefID,HOF,Years,First,Last,W,L,W%,Best,Worst,Ejections
492616,Frank Bancroft,CBL,bancrfr99,FALSE,1,1883,1883,55,42,0.567,4,4,0
114714,Joe Gerhardt,LOU,gerhajo01,FALSE,1,1883,1883,52,45,0.536,5,5,0
120804,Blondie Purcell,PHI,purcebl01,FALSE,1,1883,1883,13,68,0.16,8,8,0
114069,Bob Ferguson,PHI,fergubo01,FALSE,1,1883,1883,4,13,0.235,8,8,0
120742,Al Pratt,PIT,prattal01,FALSE,2,1882,1883,51,59,0.464,4,7,0
492627,Ormond Butler,PIT,butleor99,FALSE,1,1883,1883,17,36,0.321,7,7,0
124617,Harry Wright,PRO,wrighha01,TRUE,2,1882,1883,110,72,0.604,2,3,0
112311,John Clapp,SFG,clappjo01,FALSE,1,1883,1883,46,50,0.479,6,6,0
122970,Ted Sullivan,STL,sullite01,FALSE,1,1883,1883,53,26,0.671,2,2,0
119617,Henry Myers,BLO,myershe01,FALSE,1,1882,1882,19,54,0.26,6,6,0
113630,Fred Dunlap,CBL,dunlafr01,FALSE,1,1882,1882,42,36,0.538,5,5,0
118595,Jim McCormick,CBL,mccorji01,FALSE,3,1879,1882,74,96,0.435,3,6,0
492616,Frank Bancroft,DTN,bancrfr99,FALSE,2,1881,1882,83,84,0.497,4,6,0
118083,Denny Mack,LOU,mackde01,FALSE,1,1882,1882,42,38,0.525,3,3,0
117527,Jumbo Latham,PHA,lathaju01,FALSE,1,1882,1882,41,34,0.547,2,2,0
112977,Ned Cuthbert,STL,cuthbne01,FALSE,1,1882,1882,37,43,0.463,5,5,0
114069,Bob Ferguson,TRT,fergubo01,FALSE,4,1879,1882,122,157,0.437,4,8,0
492623,Freeman Brown,WOR,brownfr99,FALSE,1,1882,1882,9,32,0.22,8,8,0
112200,Jack Chapman,WOR,chapmja01,FALSE,1,1882,1882,7,30,0.189,8,8,0
111186,Tommy Bond,WOR,bondto01,FALSE,1,1882,1882,2,4,0.333,8,8,0
124617,Harry Wright,ATL,wrighha01,TRUE,6,1876,1881,254,187,0.576,1,6,0
112311,John Clapp,CBL,clappjo01,FALSE,1,1881,1881,32,41,0.438,7,7,0
118689,Mike McGeary,CBL,mcgeami01,FALSE,1,1881,1881,4,7,0.364,7,7,0
114022,Jack Farrell,PRO,farreja02,FALSE,1,1881,1881,24,27,0.471,2,2,0
124679,Tom York,PRO,yorkto01,FALSE,2,1878,1881,56,37,0.602,2,3,0
122845,Harry Stovey,WOR,stoveha01,FALSE,1,1881,1881,8,18,0.308,8,8,0
113475,Mike Dorgan,WOR,dorgami01,FALSE,1,1881,1881,24,32,0.429,8,8,0
112793,Sam Crane,BUF,cranesa01,FALSE,1,1880,1880,24,58,0.293,7,7,0
112311,John Clapp,CNS,clappjo01,FALSE,1,1880,1880,21,59,0.263,8,8,0
123921,John Ward,PRO,wardjo01,TRUE,1,1880,1880,18,13,0.581,2,2,0
113475,Mike Dorgan,PRO,dorgami01,FALSE,1,1880,1880,26,12,0.684,2,2,0
118689,Mike McGeary,PRO,mcgeami01,FALSE,1,1880,1880,8,7,0.533,2,2,0
492616,Frank Bancroft,WOR,bancrfr99,FALSE,1,1880,1880,40,43,0.482,5,5,0
112311,John Clapp,BUF,clappjo01,FALSE,1,1879,1879,46,32,0.59,3,3,0
114245,Silver Flint,CHC,flintsi01,FALSE,1,1879,1879,5,12,0.294,4,4,0
118881,Cal McVey,CNR,mcveyca01,FALSE,2,1878,1879,71,51,0.582,2,5,0
124175,Deacon White,CNR,whitede01,TRUE,1,1879,1879,9,9,0.5,5,5,0
124597,George Wright,PRO,wrighge01,TRUE,1,1879,1879,59,25,0.702,1,1,0
116060,Bill Holbert,SYR,holbebi01,FALSE,1,1879,1879,0,1,0,7,7,0
118105,Jimmy Macullar,SYR,maculji01,FALSE,1,1879,1879,5,21,0.192,7,7,0
113475,Mike Dorgan,SYR,dorgami01,FALSE,1,1879,1879,17,26,0.395,7,7,0
492678,Horace Phillips,TRT,phillho99,FALSE,1,1879,1879,12,34,0.261,8,8,0
114069,Bob Ferguson,CHC,fergubo01,FALSE,1,1878,1878,30,30,0.5,4,4,0
112311,John Clapp,IBL,clappjo01,FALSE,1,1878,1878,24,36,0.4,5,5,0
112200,Jack Chapman,MLG,chapmja01,FALSE,1,1878,1878,15,45,0.25,6,6,0
122558,Al Spalding,CHC,spaldal01,TRUE,2,1876,1877,78,47,0.624,1,5,0
110074,Bob Addy,CNR,addybo01,FALSE,1,1877,1877,5,19,0.208,6,6,0
118245,Jack Manning,CNR,mannija01,FALSE,1,1877,1877,7,12,0.368,6,6,0
120577,Lip Pike,CNR,pikeli01,FALSE,1,1877,1877,3,11,0.214,6,6,0
114069,Bob Ferguson,HAR,fergubo01,FALSE,2,1876,1877,78,48,0.619,3,3,0
112200,Jack Chapman,LGR,chapmja01,FALSE,2,1876,1877,65,61,0.516,2,5,0
492664,George McManus,SBS,mcmange99,FALSE,2,1876,1877,34,34,0.5,2,4,0
0,Al Wright,ATH,wrighal99,FALSE,1,1876,1876,14,45,0.237,7,7,0
114995,Charlie Gould,CNR,gouldch01,FALSE,1,1876,1876,9,56,0.138,8,8,0
112795,Bill Craver,NYU,cravebi01,FALSE,1,1876,1876,21,35,0.375,6,6,0
0,Mase Graffen,SBS,graffma99,FALSE,1,1876,1876,39,17,0.696,2,2,0
