Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
half,2nd Half,795.0,54.0,1987.0,1773.0,212,421.0,81.0,12.0,39.0,197.0,19.0,11.0,170.0,439.0,0.237,0.307,0.363,0.67,643.0,36.0,14.0,16.0,13.0,7.0,13.0,0.292,100.0,83.0
month,April/March,344.0,25.0,926.0,819.0,97,186.0,41.0,3.0,20.0,93.0,8.0,3.0,90.0,218.0,0.227,0.311,0.358,0.668,293.0,13.0,11.0,2.0,4.0,0.0,8.0,0.284,100.0,92.0
month,May,394.0,28.0,1021.0,928.0,81,211.0,43.0,6.0,17.0,75.0,8.0,3.0,73.0,234.0,0.227,0.289,0.342,0.631,317.0,11.0,11.0,2.0,7.0,4.0,4.0,0.284,88.0,78.0
month,June,374.0,26.0,958.0,862.0,99,200.0,34.0,4.0,22.0,93.0,11.0,4.0,79.0,201.0,0.232,0.301,0.357,0.658,308.0,19.0,8.0,4.0,5.0,4.0,7.0,0.276,96.0,80.0
month,July,372.0,25.0,945.0,846.0,103,222.0,43.0,4.0,25.0,96.0,6.0,5.0,86.0,186.0,0.262,0.334,0.411,0.745,348.0,14.0,6.0,4.0,3.0,4.0,4.0,0.309,122.0,102.0
month,August,406.0,28.0,996.0,894.0,92,194.0,41.0,7.0,17.0,89.0,9.0,5.0,83.0,239.0,0.217,0.285,0.336,0.621,300.0,16.0,5.0,7.0,7.0,6.0,6.0,0.274,85.0,71.0
month,Sept/Oct,182.0,12.0,459.0,396.0,59,102.0,16.0,1.0,12.0,53.0,7.0,3.0,47.0,92.0,0.258,0.339,0.394,0.733,156.0,11.0,4.0,7.0,4.0,0.0,4.0,0.304,119.0,99.0
outcome,in Wins,760.0,53.0,2053.0,1788.0,325,514.0,97.0,14.0,59.0,309.0,20.0,11.0,214.0,416.0,0.287,0.368,0.456,0.824,816.0,30.0,22.0,13.0,16.0,11.0,14.0,0.342,146.0,97.0
outcome,in Losses,1312.0,91.0,3252.0,2957.0,206,601.0,121.0,11.0,54.0,190.0,29.0,12.0,244.0,754.0,0.203,0.268,0.306,0.574,906.0,54.0,23.0,13.0,14.0,7.0,19.0,0.253,72.0,91.0
stsub,as Starter,1296.0,144.0,4936.0,4420.0,499,1045.0,211.0,24.0,104.0,460.0,46.0,22.0,422.0,1063.0,0.236,0.307,0.366,0.673,1616.0,80.0,42.0,24.0,28.0,18.0,30.0,0.287,101.0,85.0
stsub,as Sub,776.0,0.0,369.0,325.0,32,70.0,7.0,1.0,9.0,39.0,3.0,1.0,36.0,107.0,0.215,0.298,0.326,0.624,106.0,4.0,3.0,2.0,2.0,0.0,3.0,0.289,87.0,95.0
age,Ages 25-,279.0,189.0,741.0,670.0,77,142.0,31.0,2.0,13.0,55.0,10.0,4.0,60.0,191.0,0.212,0.28,0.322,0.602,216.0,17.0,4.0,4.0,2.0,1.0,4.0,0.276,80.0,69.0
age,Ages 26-30,1615.0,978.0,4076.0,3641.0,415,880.0,167.0,22.0,91.0,387.0,39.0,19.0,350.0,861.0,0.242,0.313,0.375,0.687,1364.0,57.0,37.0,22.0,26.0,17.0,24.0,0.291,105.0,90.0
age,Ages 31-35,178.0,129.0,488.0,434.0,39,93.0,20.0,1.0,9.0,57.0,0.0,0.0,48.0,118.0,0.214,0.297,0.327,0.624,142.0,10.0,4.0,0.0,2.0,0.0,5.0,0.272,87.0,74.0
defp,as C,144.0,,572.0,507.0,50,106.0,26.0,2.0,14.0,67.0,0.0,0.0,59.0,126.0,0.209,0.295,0.351,0.647,178.0,11.0,4.0,0.0,2.0,1.0,5.0,0.249,93.0,87.0
