Category,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
month,June,400.0,27.0,977.0,851.0,113,207.0,42.0,2.0,43.0,111.0,15.0,5.0,99.0,233.0,0.243,0.325,0.449,0.774,382.0,20.0,9.0,9.0,9.0,5.0,3.0,0.281,115.0,109.0
month,July,383.0,25.0,952.0,843.0,130,219.0,48.0,3.0,30.0,124.0,17.0,8.0,91.0,207.0,0.26,0.336,0.431,0.767,363.0,19.0,9.0,3.0,5.0,6.0,7.0,0.309,114.0,107.0
month,August,397.0,26.0,997.0,884.0,106,203.0,46.0,4.0,24.0,101.0,6.0,4.0,92.0,213.0,0.23,0.309,0.372,0.681,329.0,15.0,11.0,6.0,4.0,12.0,3.0,0.275,91.0,87.0
month,Sept/Oct,170.0,11.0,383.0,344.0,34,69.0,19.0,0.0,7.0,32.0,5.0,2.0,30.0,89.0,0.201,0.276,0.317,0.592,109.0,7.0,6.0,2.0,1.0,0.0,1.0,0.249,66.0,61.0
outcome,in Wins,1081.0,74.0,2874.0,2471.0,478,705.0,140.0,15.0,109.0,454.0,60.0,21.0,321.0,568.0,0.285,0.369,0.486,0.856,1202.0,61.0,28.0,17.0,34.0,19.0,22.0,0.326,138.0,103.0
outcome,in Losses,1072.0,70.0,2548.0,2291.0,169,432.0,90.0,4.0,52.0,161.0,42.0,13.0,211.0,622.0,0.189,0.265,0.299,0.565,686.0,47.0,29.0,11.0,4.0,15.0,15.0,0.234,58.0,88.0
stsub,as Starter,1296.0,144.0,4999.0,4387.0,604,1061.0,212.0,19.0,152.0,576.0,94.0,32.0,496.0,1078.0,0.242,0.324,0.403,0.726,1767.0,97.0,52.0,22.0,37.0,32.0,36.0,0.285,103.0,100.0
stsub,as Sub,857.0,0.0,423.0,375.0,43,76.0,18.0,0.0,9.0,39.0,8.0,2.0,36.0,112.0,0.203,0.281,0.323,0.603,121.0,11.0,5.0,6.0,1.0,2.0,1.0,0.263,69.0,89.0
age,Ages 25-,430.0,326.0,1361.0,1201.0,177,277.0,59.0,5.0,59.0,178.0,40.0,9.0,133.0,357.0,0.231,0.312,0.435,0.748,523.0,23.0,13.0,6.0,8.0,7.0,10.0,0.275,107.0,107.0
age,Ages 26-30,1127.0,662.0,2794.0,2455.0,335,592.0,115.0,12.0,77.0,307.0,44.0,15.0,268.0,577.0,0.241,0.32,0.392,0.712,962.0,61.0,28.0,16.0,22.0,23.0,17.0,0.283,99.0,96.0
